goods_nomenclature_sid,goods_nomenclature_item_id,productline_suffix,description
48465,"8437800000","80","Other machinery"
48466,"8437900000","80","Parts"
48467,"8438000000","80","Machinery not specified or included elsewhere in this chapter for the industrial preparation or manufacture of food or drink other than machinery for the extraction or preparation of animal or fixed vegetable fats or oils"
48468,"8438100000","80","Bakery machinery and machinery for the manufacture of macaroni spaghetti or similar products"
48469,"8438101000","80","Bakery machinery"
48470,"8438109000","80","Machinery for the manufacture of macaroni spaghetti or similar products"
48471,"8438200000","80","Machinery for the manufacture of confectionery cocoa or chocolate"
48472,"8438300000","80","Machinery for sugar manufacture"
48473,"8438400000","80","Brewery machinery"
48474,"8438500000","80","Machinery for the preparation of meat or poultry"
48475,"8438600000","80","Machinery for the preparation of fruits nuts or vegetables"
48476,"8438800000","80","Other machinery"
48477,"8438801000","80","For the preparation of tea or coffee"
48478,"8438809100","10","Other"
48479,"8438809100","80","For the preparation or manufacture of drink"
48480,"8438809900","80","Other"
48481,"8438900000","80","Parts"
48482,"8439000000","80","Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or paperboard"
48483,"8439100000","80","Machinery for making pulp of fibrous cellulosic material"
48484,"8439200000","80","Machinery for making paper or paperboard"
48485,"8439300000","80","Machinery for finishing paper or paperboard"
48486,"8439910000","10","Parts"
48487,"8439910000","80","Of machinery for making pulp of fibrous cellulosic material"
48490,"8439990000","80","Other"
95872,"8439990010","80","Suction-roll shells produced by centrifugal casting not drilled in the form of alloy-steel tubes of a length of 3 000 mm or more and an external diameter of 550 mm or more"
95873,"8439990090","80","Other"
48499,"8440000000","80","Bookbinding machinery including book-sewing machines"
48500,"8440100000","80","Machinery"
48501,"8440101000","80","Folding machines"
48502,"8440102000","80","Collating machines and gathering machines"
48503,"8440103000","80","Sewing wire stitching and stapling machines"
48504,"8440104000","80","Unsewn (perfect) binding machines"
48505,"8440109000","80","Other"
48506,"8440900000","80","Parts"
48507,"8441000000","80","Other machinery for making up paper pulp paper or paperboard including cutting machines of all kinds"
48508,"8441100000","80","Cutting machines"
48509,"8441101000","80","Combined reel slitting and re-reeling machines"
48510,"8441102000","80","Other slitting and cross-cutting machines"
48511,"8441103000","80","Guillotines"
91768,"8441107000","80","Other"
48513,"8441200000","80","Machines for making bags sacks or envelopes"
48514,"8441300000","80","Machines for making cartons boxes cases tubes drums or similar containers other than by moulding"
48515,"8441400000","80","Machines for moulding articles in paper pulp paper or paperboard"
48516,"8441800000","80","Other machinery"
48517,"8441900000","80","Parts"
48518,"8441901000","80","Of cutting machines"
48519,"8441909000","80","Other"
48520,"8442000000","80","Machinery apparatus and equipment (other than the machines of headings 8456 to 8465) for preparing or making plates cylinders or other printing components; plates cylinders and other printing components; plates cylinders and lithographic stones prepared for printing purposes (for example planed grained or polished)"
48525,"8442300000","80","Machinery apparatus and equipment"
48526,"8442400000","80","Parts of the foregoing machinery apparatus or equipment"
48527,"8442500000","80","Plates cylinders and other printing components; plates cylinders and lithographic stones prepared for printing purposes (for example planed grained or polished)"
48538,"8443000000","80","Printing machinery used for printing by means of plates cylinders and other printing components of heading 8442; other printers copying machines and facsimile machines whether or not combined; parts and accessories thereof"
48539,"8443110000","10","Printing machinery used for printing by means of plates cylinders and other printing components of heading 8442"
48540,"8443110000","80","Offset printing machinery reel fed"
48541,"8443120000","80","Offset printing machinery sheet fed office type (using sheets with one side not exceeding 22 cm and the other side not exceeding 36 cm in the unfolded state)"
85892,"8443130000","80","Other offset printing machinery"
85893,"8443131000","10","Sheet fed"
85894,"8443131000","80","Used"
104208,"8443133200","10","New taking sheets of a size"
104209,"8443133200","80","Not exceeding 53 !x! 75 cm"
104210,"8443133400","80","Exceeding 53 !x! 75 cm but not exceeding 75 !x! 107 cm"
104211,"8443133800","80","Exceeding 75 !x! 107 cm"
85899,"8443139000","80","Other"
85889,"8443140000","80","Letterpress printing machinery reel fed excluding flexographic printing"
85886,"8443150000","80","Letterpress printing machinery other than reel fed excluding flexographic printing"
85885,"8443160000","80","Flexographic printing machinery"
85884,"8443170000","80","Gravure printing machinery"
48542,"8443190000","80","Other"
85790,"8443192000","80","For printing textile materials"
85791,"8443194000","80","For use in the production of semiconductors"
85792,"8443197000","80","Other"
85767,"8443310000","10","Other printers copying machines and facsimile machines whether or not combined"
85768,"8443310000","80","Machines which perform two or more of the functions of printing copying or facsimile transmission capable of connecting to an automatic data-processing machine or to a network"
85773,"8443320000","80","Other capable of connecting to an automatic data-processing machine or to a network"
85774,"8443321000","80","Printers"
101960,"8443328000","80","Other"
85780,"8443390000","80","Other"
85761,"8443910000","10","Parts and accessories"
85762,"8443910000","80","Parts and accessories of printing machinery used for printing by means of plates cylinders and other printing components of heading 8442"
85763,"8443911000","80","Of apparatus of subheading 8443 19 40"
85760,"8443919100","10","Other"
85764,"8443919100","80","Of cast iron or cast steel"
85765,"8443919900","80","Other"
85758,"8443990000","80","Other"
85759,"8443991000","80","Electronic assemblies"
85757,"8443999000","80","Other"
48569,"8444000000","80","Machines for extruding drawing texturing or cutting man-made textile materials"
48570,"8444001000","80","Machines for extruding"
48571,"8444009000","80","Other"
48572,"8445000000","80","Machines for preparing textile fibres; spinning doubling or twisting machines and other machinery for producing textile yarns; textile reeling or winding (including weft-winding) machines and machines for preparing textile yarns for use on the machines of heading 8446 or 8447"
48573,"8445110000","10","Machines for preparing textile fibres"
48574,"8445110000","80","Carding machines"
48575,"8445120000","80","Combing machines"
48576,"8445130000","80","Drawing or roving machines"
48577,"8445190000","80","Other"
48578,"8445200000","80","Textile spinning machines"
48579,"8445300000","80","Textile doubling or twisting machines"
48582,"8445400000","80","Textile winding (including weft-winding) or reeling machines"
48583,"8445900000","80","Other"
48584,"8446000000","80","Weaving machines (looms)"
48585,"8446100000","80","For weaving fabrics of a width not exceeding 30 cm"
48586,"8446210000","10","For weaving fabrics of a width exceeding 30 cm shuttle type"
48587,"8446210000","80","Power looms"
48588,"8446290000","80","Other"
48589,"8446300000","80","For weaving fabrics of a width exceeding 30 cm shuttleless type"
48590,"8447000000","80","Knitting machines stitch-bonding machines and machines for making gimped yarn tulle lace embroidery trimmings braid or net and machines for tufting"
48591,"8447110000","10","Circular knitting machines"
48592,"8447110000","80","With cylinder diameter not exceeding 165 mm"
48595,"8447120000","80","With cylinder diameter exceeding 165 mm"
48598,"8447200000","80","Flat knitting machines; stitch-bonding machines"
78898,"8447202000","80","Warp knitting machines (including Raschel type); stitch-bonding machines"
78899,"8447208000","80","Other"
48607,"8447900000","80","Other"
48608,"8448000000","80","Auxiliary machinery for use with machines of heading 8444 8445 8446 or 8447 (for example dobbies jacquards automatic stop motions shuttle changing mechanisms); parts and accessories suitable for use solely or principally with the machines of this heading or of heading 8444 8445 8446 or 8447 (for example spindles and spindle flyers card clothing combs extruding nipples shuttles healds and heald-frames hosiery needles)"
48609,"8448110000","10","Auxiliary machinery for machines of heading 8444 8445 8446 or 8447"
48610,"8448110000","80","Dobbies and jacquards; card-reducing copying punching or assembling machines for use therewith"
48611,"8448190000","80","Other"
48612,"8448200000","80","Parts and accessories of machines of heading 8444 or of their auxiliary machinery"
48615,"8448310000","10","Parts and accessories of machines of heading 8445 or of their auxiliary machinery"
48616,"8448310000","80","Card clothing"
48617,"8448320000","80","Of machines for preparing textile fibres other than card clothing"
48618,"8448330000","80","Spindles spindle flyers spinning rings and ring travellers"
48621,"8448390000","80","Other"
85756,"8448420000","10","Parts and accessories of weaving machines (looms) or of their auxiliary machinery"
48624,"8448420000","80","Reeds for looms healds and heald-frames"
48625,"8448490000","80","Other"
48626,"8448510000","10","Parts and accessories of machines of heading 8447 or of their auxiliary machinery"
48627,"8448510000","80","Sinkers needles and other articles used in forming stitches"
48628,"8448511000","80","Sinkers"
48629,"8448519000","80","Other"
48630,"8448590000","80","Other"
48631,"8449000000","80","Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes including machinery for making felt hats; blocks for making hats"
48632,"8450000000","80","Household or laundry-type washing machines including machines which both wash and dry"
48633,"8450110000","10","Machines each of a dry linen capacity not exceeding 10 kg"
48634,"8450110000","80","Fully-automatic machines"
48636,"8450111100","10","Each of a dry linen capacity not exceeding 6 kg"
48637,"8450111100","80","Front-loading machines"
48638,"8450111900","80","Top-loading machines"
48639,"8450119000","80","Each of a dry linen capacity exceeding 6 kg but not exceeding 10 kg"
48640,"8450120000","80","Other machines with built-in centrifugal drier"
48641,"8450190000","80","Other"
48642,"8450200000","80","Machines each of a dry linen capacity exceeding 10 kg"
48643,"8450900000","80","Parts"
48644,"8451000000","80","Machinery (other than machines of heading 8450) for washing cleaning wringing drying ironing pressing (including fusing presses) bleaching dyeing dressing finishing coating or impregnating textile yarns fabrics or made-up textile articles and machines for applying the paste to the base fabric or other support used in the manufacture of floor coverings such as linoleum; machines for reeling unreeling folding cutting or pinking textile fabrics"
48645,"8451100000","80","Dry-cleaning machines"
48646,"8451210000","10","Drying machines"
48647,"8451210000","80","Each of a dry linen capacity not exceeding 10 kg"
48650,"8451290000","80","Other"
48651,"8451300000","80","Ironing machines and presses (including fusing presses)"
48657,"8451400000","80","Washing bleaching or dyeing machines"
48658,"8451500000","80","Machines for reeling unreeling folding cutting or pinking textile fabrics"
48659,"8451800000","80","Other machinery"
48660,"8451801000","80","Machines used in the manufacture of linoleum or other floor coverings for applying the paste to the base fabric or other support"
48661,"8451803000","80","Machines for dressing or finishing"
48662,"8451808000","80","Other"
48664,"8451900000","80","Parts"
48665,"8452000000","80","Sewing machines other than book-sewing machines of heading 8440; furniture bases and covers specially designed for sewing machines; sewing machine needles"
48666,"8452100000","80","Sewing machines of the household type"
48667,"8452101100","10","Sewing machines (lock-stitch only) with heads of a weight not exceeding 16 kg without motor or 17 kg including the motor; sewing machine heads (lock-stitch only) of a weight not exceeding 16 kg without motor or 17 kg including the motor"
48668,"8452101100","80","Sewing machines having a value (not including frames tables or furniture) of more than € 65 each"
48669,"8452101900","80","Other"
48670,"8452109000","80","Other sewing machines and other sewing machine heads"
48671,"8452210000","10","Other sewing machines"
48672,"8452210000","80","Automatic units"
48673,"8452290000","80","Other"
48674,"8452300000","80","Sewing machine needles"
48676,"8452900000","80","Furniture bases and covers for sewing machines and parts thereof; other parts of sewing machines"
48677,"8453000000","80","Machinery for preparing tanning or working hides skins or leather or for making or repairing footwear or other articles of hides skins or leather other than sewing machines"
48678,"8453100000","80","Machinery for preparing tanning or working hides skins or leather"
48679,"8453200000","80","Machinery for making or repairing footwear"
48680,"8453800000","80","Other machinery"
48681,"8453900000","80","Parts"
48682,"8454000000","80","Converters ladles ingot moulds and casting machines of a kind used in metallurgy or in metal foundries"
48683,"8454100000","80","Converters"
48684,"8454200000","80","Ingot moulds and ladles"
48689,"8454300000","80","Casting machines"
48690,"8454301000","80","For casting under pressure"
48691,"8454309000","80","Other"
48692,"8454900000","80","Parts"
48693,"8455000000","80","Metal-rolling mills and rolls therefor"
48694,"8455100000","80","Tube mills"
48695,"8455210000","10","Other rolling mills"
48696,"8455210000","80","Hot or combination hot and cold"
48697,"8455220000","80","Cold"
48698,"8455300000","80","Rolls for rolling mills"
48699,"8455301000","80","Of cast iron"
48700,"8455303100","10","Of open-die forged steel"
48701,"8455303100","80","Hot-rolling work-rolls; hot-rolling and cold-rolling back-up rolls"
48702,"8455303900","80","Cold-rolling work-rolls"
48703,"8455309000","80","Other"
48704,"8455900000","80","Other parts"
48705,"8456000000","80","Machine tools for working any material by removal of material by laser or other light or photon beam ultrasonic electrodischarge electrochemical electron beam ionic-beam or plasma arc processes; water-jet cutting machines"
102701,"8456110000","10","Operated by laser or other light or photon beam processes"
101961,"8456110000","80","Operated by laser"
101962,"8456111000","80","Of a kind used solely or principally for the manufacture of printed circuits printed circuit assemblies parts of heading 8517 or parts of automatic data processing machines"
101963,"8456119000","80","Other"
101964,"8456120000","80","Operated by other light or photon beam processes"
101965,"8456121000","80","Of a kind used solely or principally for the manufacture of printed circuits printed circuit assemblies parts of heading 8517 or parts of automatic data processing machines"
101966,"8456129000","80","Other"
48707,"8456200000","80","Operated by ultrasonic processes"
48708,"8456300000","80","Operated by electrodischarge processes"
48709,"8456301100","10","Numerically controlled"
48710,"8456301100","80","Wire-cut"
48711,"8456301900","80","Other"
48712,"8456309000","80","Other"
101967,"8456400000","80","Operated by plasma arc processes"
101968,"8456500000","80","Water-jet cutting machines"
85724,"8456900000","80","Other"
48714,"8457000000","80","Machining centres unit construction machines (single station) and multi-station transfer machines for working metal"
48715,"8457100000","80","Machining centres"
48716,"8457101000","80","Horizontal"
48717,"8457109000","80","Other"
48718,"8457200000","80","Unit construction machines (single station)"
48719,"8457300000","80","Multi-station transfer machines"
54986,"8457301000","80","Numerically controlled"
54987,"8457309000","80","Other"
48720,"8458000000","80","Lathes (including turning centres) for removing metal"
48721,"8458110000","10","Horizontal lathes"
48722,"8458110000","80","Numerically controlled"
54829,"8458112000","80","Turning centres"
54830,"8458114100","10","Automatic lathes"
54831,"8458114100","80","Single spindle"
54832,"8458114900","80","Multi-spindle"
55009,"8458118000","80","Other"
48727,"8458190000","80","Other"
48732,"8458910000","10","Other lathes"
48733,"8458910000","80","Numerically controlled"
54835,"8458912000","80","Turning centres"
55011,"8458918000","80","Other"
48736,"8458990000","80","Other"
48739,"8459000000","80","Machine tools (including way-type unit head machines) for drilling boring milling threading or tapping by removing metal other than lathes (including turning centres) of heading 8458"
48740,"8459100000","80","Way-type unit head machines"
48741,"8459210000","10","Other drilling machines"
48742,"8459210000","80","Numerically controlled"
48747,"8459290000","80","Other"
48752,"8459310000","10","Other boring-milling machines"
48753,"8459310000","80","Numerically controlled"
48754,"8459390000","80","Other"
101990,"8459410000","10","Other boring machines"
101991,"8459410000","80","Numerically controlled"
101992,"8459490000","80","Other"
48758,"8459510000","10","Milling machines knee-type"
48759,"8459510000","80","Numerically controlled"
48760,"8459590000","80","Other"
48761,"8459610000","10","Other milling machines"
48762,"8459610000","80","Numerically controlled"
48763,"8459611000","80","Tool milling machines"
68827,"8459619000","80","Other"
48767,"8459690000","80","Other"
48768,"8459691000","80","Tool milling machines"
68828,"8459699000","80","Other"
48772,"8459700000","80","Other threading or tapping machines"
48773,"8460000000","80","Machine tools for deburring sharpening grinding honing lapping polishing or otherwise finishing metal or cermets by means of grinding stones abrasives or polishing products other than gear cutting gear grinding or gear finishing machines of heading 8461"
102044,"8460120000","10","Flat-surface grinding machines"
102053,"8460120000","80","Numerically controlled"
48776,"8460190000","80","Other"
102054,"8460220000","10","Other grinding machines"
102055,"8460220000","80","Centreless grinding machines numerically controlled"
102056,"8460230000","80","Other cylindrical grinding machines numerically controlled"
102057,"8460240000","80","Other numerically controlled"
48781,"8460290000","80","Other"
90383,"8460291000","80","For cylindrical surfaces"
48783,"8460299000","80","Other"
48784,"8460310000","10","Sharpening (tool or cutter grinding) machines"
48785,"8460310000","80","Numerically controlled"
48786,"8460390000","80","Other"
48787,"8460400000","80","Honing or lapping machines"
55014,"8460401000","80","Numerically controlled"
55015,"8460409000","80","Other"
48788,"8460900000","80","Other"
48791,"8461000000","80","Machine tools for planing shaping slotting broaching gear cutting gear grinding or gear finishing sawing cutting-off and other machine tools working by removing metal or cermets not elsewhere specified or included"
48793,"8461200000","80","Shaping or slotting machines"
48794,"8461300000","80","Broaching machines"
54940,"8461301000","80","Numerically controlled"
54944,"8461309000","80","Other"
48795,"8461400000","80","Gear-cutting gear-grinding or gear-finishing machines"
48796,"8461401100","10","Gear-cutting machines (including abrasive gear-cutting machines)"
48797,"8461401100","20","For cutting cylindrical gears"
48798,"8461401100","80","Numerically controlled"
48799,"8461401900","80","Other"
48800,"8461403100","10","For cutting other gears"
48801,"8461403100","80","Numerically controlled"
48802,"8461403900","80","Other"
48803,"8461407100","10","Gear-finishing machines"
48804,"8461407100","20","Fitted with a micrometric adjusting system in which the positioning in any one axis can be set up to an accuracy of at least 001 mm"
48805,"8461407100","80","Numerically controlled"
48806,"8461407900","80","Other"
48807,"8461409000","80","Other"
48808,"8461500000","80","Sawing or cutting-off machines"
48809,"8461501100","10","Sawing machines"
48810,"8461501100","80","Circular saws"
48811,"8461501900","80","Other"
48812,"8461509000","80","Cutting-off machines"
48813,"8461900000","80","Other"
48814,"8462000000","80","Machine tools (including presses) for working metal by forging hammering or die-stamping; machine tools (including presses) for working metal by bending folding straightening flattening shearing punching or notching; presses for working metal or metal carbides not specified above"
48815,"8462100000","80","Forging or die-stamping machines (including presses) and hammers"
48816,"8462101000","80","Numerically controlled"
48817,"8462109000","80","Other"
48818,"8462210000","10","Bending folding straightening or flattening machines (including presses)"
48819,"8462210000","80","Numerically controlled"
48820,"8462211000","80","For working flat products"
68832,"8462218000","80","Other"
48822,"8462290000","80","Other"
48823,"8462291000","80","For working flat products"
48824,"8462299100","10","Other"
48825,"8462299100","80","Hydraulic"
68835,"8462299800","80","Other"
48827,"8462310000","10","Shearing machines (including presses) other than combined punching and shearing machines"
48828,"8462310000","80","Numerically controlled"
48831,"8462390000","80","Other"
48832,"8462391000","80","For working flat products"
48833,"8462399100","10","Other"
48834,"8462399100","80","Hydraulic"
48835,"8462399900","80","Other"
48836,"8462410000","10","Punching or notching machines (including presses) including combined punching and shearing machines"
48837,"8462410000","80","Numerically controlled"
48838,"8462411000","80","For working flat products"
48839,"8462419000","80","Other"
48840,"8462490000","80","Other"
48841,"8462491000","80","For working flat products"
48842,"8462499000","80","Other"
48843,"8462910000","10","Other"
48844,"8462910000","80","Hydraulic presses"
90388,"8462912000","80","Numerically controlled"
90385,"8462918000","80","Other"
48851,"8462990000","80","Other"
90394,"8462992000","80","Numerically controlled"
90393,"8462998000","80","Other"
48858,"8463000000","80","Other machine tools for working metal or cermets without removing material"
48859,"8463100000","80","Drawbenches for bars tubes profiles wire or the like"
48860,"8463101000","80","Drawbenches for wire"
48861,"8463109000","80","Other"
48862,"8463200000","80","Thread-rolling machines"
48863,"8463300000","80","Machines for working wire"
48864,"8463900000","80","Other"
48867,"8464000000","80","Machine tools for working stone ceramics concrete asbestos-cement or like mineral materials or for cold working glass"
48868,"8464100000","80","Sawing machines"
48869,"8464200000","80","Grinding or polishing machines"
48870,"8464201100","10","For working glass"
48871,"8464201100","80","Optical glass"
48872,"8464201900","80","Other"
91770,"8464208000","80","Other"
48874,"8464900000","80","Other"
48875,"8465000000","80","Machine tools (including machines for nailing stapling glueing or otherwise assembling) for working wood cork bone hard rubber hard plastics or similar hard materials"
48876,"8465100000","80","Machines which can carry out different types of machining operations without tool change between such operations"
48877,"8465101000","80","With manual transfer of workpiece between each operation"
48878,"8465109000","80","With automatic transfer of workpiece between each operation"
102077,"8465200000","80","Machining centres"
48879,"8465910000","10","Other"
48880,"8465910000","80","Sawing machines"
48881,"8465911000","80","Bandsaws"
48882,"8465912000","80","Circular saws"
48883,"8465919000","80","Other"
48884,"8465920000","80","Planing milling or moulding (by cutting) machines"
48885,"8465930000","80","Grinding sanding or polishing machines"
48886,"8465940000","80","Bending or assembling machines"
48887,"8465950000","80","Drilling or morticing machines"
48888,"8465960000","80","Splitting slicing or paring machines"
48889,"8465990000","80","Other"
48892,"8466000000","80","Parts and accessories suitable for use solely or principally with the machines of headings 8456 to 8465 including work or tool holders self-opening dieheads dividing heads and other special attachments for the machines; tool holders for any type of tool for working in the hand"
48893,"8466100000","80","Tool holders and self-opening dieheads"
85716,"8466102000","10","Tool holders"
85715,"8466102000","80","Arbors collets and sleeves"
48896,"8466103100","10","Other"
48897,"8466103100","80","For lathes"
85714,"8466103800","80","Other"
85713,"8466108000","80","Self-opening dieheads"
48900,"8466200000","80","Work holders"
85712,"8466202000","80","Jigs and fixtures for specific applications; sets of standard jig and fixture components"
48902,"8466209100","10","Other"
48903,"8466209100","80","For lathes"
85711,"8466209800","80","Other"
48905,"8466300000","80","Dividing heads and other special attachments for machines"
48906,"8466910000","10","Other"
48907,"8466910000","80","For machines of heading 8464"
48909,"8466912000","80","Of cast iron or cast steel"
68845,"8466919500","80","Other"
48912,"8466920000","80","For machines of heading 8465"
48914,"8466922000","80","Of cast iron or cast steel"
48915,"8466928000","80","Other"
48917,"8466930000","80","For machines of headings 8456 to 8461"
102081,"8466934000","80","Parts and accessories of machines of subheadings 8456 11 10 8456 12 10 8456 20 8456 30 8457 10 8458 91 8459 21 00 8459 61 or 8461 50 of a kind used solely or principally for the manufacture of printed circuits printed circuit assemblies parts of heading 8517 or parts of automatic data processing machines"
102082,"8466935000","10","Other"
102083,"8466935000","80","For machines of subheading 8456 50 00"
102084,"8466936000","80","Other"
48922,"8466940000","80","For machines of heading 8462 or 8463"
48923,"8467000000","80","Tools for working in the hand pneumatic hydraulic or with self-contained electric or non-electric motor"
48924,"8467110000","10","Pneumatic"
48925,"8467110000","80","Rotary type (including combined rotary-percussion)"
48926,"8467111000","80","Metalworking"
48927,"8467119000","80","Other"
48928,"8467190000","80","Other"
74102,"8467210000","10","With self-contained electric motor"
74103,"8467210000","80","Drills of all kinds"
74104,"8467211000","80","Capable of operation without an external source of power"
74105,"8467219100","10","Other"
74106,"8467219100","80","Electropneumatic"
74107,"8467219900","80","Other"
74111,"8467220000","80","Saws"
74112,"8467221000","80","Chainsaws"
74113,"8467223000","80","Circular saws"
74108,"8467229000","80","Other"
74109,"8467290000","80","Other"
95882,"8467292000","80","Capable of operation without an external source of power"
73497,"8467295100","10","Other"
73498,"8467295100","20","Grinders and sanders"
73499,"8467295100","80","Angle grinders"
73500,"8467295300","80","Belt sanders"
73501,"8467295900","80","Other"
73502,"8467297000","80","Planers"
73503,"8467298000","80","Hedge trimmers and lawn edge cutters"
95883,"8467298500","80","Other"
48931,"8467810000","10","Other tools"
48932,"8467810000","80","Chainsaws"
48933,"8467890000","80","Other"
48934,"8467910000","10","Parts"
48935,"8467910000","80","Of chainsaws"
48936,"8467920000","80","Of pneumatic tools"
48937,"8467990000","80","Other"
48938,"8468000000","80","Machinery and apparatus for soldering brazing or welding whether or not capable of cutting other than those of heading 8515; gas-operated surface tempering machines and appliances"
48939,"8468100000","80","Hand-held blow pipes"
48940,"8468200000","80","Other gas-operated machinery and apparatus"
48941,"8468800000","80","Other machinery and apparatus"
48942,"8468900000","80","Parts"
48973,"8470000000","80","Calculating machines and pocket-size data-recording reproducing and displaying machines with calculating functions; accounting machines postage-franking machines ticket-issuing machines and similar machines incorporating a calculating device; cash registers"
48974,"8470100000","80","Electronic calculators capable of operation without an external source of electric power and pocket-size data-recording reproducing and displaying machines with calculating functions"
48975,"8470210000","10","Other electronic calculating machines"
48976,"8470210000","80","Incorporating a printing device"
48977,"8470290000","80","Other"
48978,"8470300000","80","Other calculating machines"
48980,"8470500000","80","Cash registers"
48981,"8470900000","80","Other"
48984,"8471000000","80","Automatic data-processing machines and units thereof; magnetic or optical readers machines for transcribing data onto data media in coded form and machines for processing such data not elsewhere specified or included"
60364,"8471300000","80","Portable automatic data-processing machines weighing not more than 10 kg consisting of at least a central processing unit a keyboard and a display"
60365,"8471410000","10","Other automatic data-processing machines"
60366,"8471410000","80","Comprising in the same housing at least a central processing unit and an input and output unit whether or not combined"
60369,"8471490000","80","Other presented in the form of systems"
60372,"8471500000","80","Processing units other than those of subheading 8471 41 or 8471 49 whether or not containing in the same housing one or two of the following types of unit: storage units input units output units"
60375,"8471600000","80","Input or output units whether or not containing storage units in the same housing"
83388,"8471606000","80","Keyboards"
85592,"8471607000","80","Other"
60381,"8471700000","80","Storage units"
83390,"8471702000","80","Central storage units"
83391,"8471703000","10","Other"
83392,"8471703000","20","Disk storage units"
83393,"8471703000","80","Optical including magneto-optical"
83394,"8471705000","10","Other"
83395,"8471705000","80","Hard disk drives"
83396,"8471707000","80","Other"
83398,"8471708000","80","Magnetic tape storage units"
83399,"8471709800","80","Other"
60393,"8471800000","80","Other units of automatic data-processing machines"
60396,"8471900000","80","Other"
49058,"8472000000","80","Other office machines (for example hectograph or stencil duplicating machines addressing machines automatic banknote dispensers coin-sorting machines coin-counting or -wrapping machines pencil-sharpening machines perforating or stapling machines)"
49059,"8472100000","80","Duplicating machines"
49061,"8472300000","80","Machines for sorting or folding mail or for inserting mail in envelopes or bands machines for opening closing or sealing mail and machines for affixing or cancelling postage stamps"
49062,"8472900000","80","Other"
49063,"8472901000","80","Coin-sorting coin-counting or coin-wrapping machines"
105052,"8472908000","80","Other"
49065,"8473000000","80","Parts and accessories (other than covers carrying cases and the like) suitable for use solely or principally with machines of headings 8470 to 8472"
49077,"8473210000","10","Parts and accessories of the machines of heading 8470"
49078,"8473210000","80","Of the electronic calculating machines of subheading 8470 10 8470 21 or 8470 29"
49079,"8473211000","80","Electronic assemblies"
49080,"8473219000","80","Other"
49081,"8473290000","80","Other"
49082,"8473291000","80","Electronic assemblies"
49083,"8473299000","80","Other"
49084,"8473300000","80","Parts and accessories of the machines of heading 8471"
85588,"8473302000","80","Electronic assemblies"
85587,"8473308000","80","Other"
49132,"8473400000","80","Parts and accessories of the machines of heading 8472"
102103,"8473401000","80","Electronic assemblies"
85576,"8473408000","80","Other"
60397,"8473500000","80","Parts and accessories equally suitable for use with machines of two or more of the headings 8470 to 8472"
85551,"8473502000","80","Electronic assemblies"
85550,"8473508000","80","Other"
49140,"8474000000","80","Machinery for sorting screening separating washing crushing grinding mixing or kneading earth stone ores or other mineral substances in solid (including powder or paste) form; machinery for agglomerating shaping or moulding solid mineral fuels ceramic paste unhardened cements plastering materials or other mineral products in powder or paste form; machines for forming foundry moulds of sand"
49141,"8474100000","80","Sorting screening separating or washing machines"
49142,"8474200000","80","Crushing or grinding machines"
49143,"8474310000","10","Mixing or kneading machines"
49144,"8474310000","80","Concrete or mortar mixers"
49145,"8474320000","80","Machines for mixing mineral substances with bitumen"
49146,"8474390000","80","Other"
49147,"8474800000","80","Other machinery"
68782,"8474801000","80","Machinery for agglomerating shaping or moulding ceramic paste"
68780,"8474809000","80","Other"
49148,"8474900000","80","Parts"
49149,"8474901000","80","Of cast iron or cast steel"
49150,"8474909000","80","Other"
49151,"8475000000","80","Machines for assembling electric or electronic lamps tubes or valves or flashbulbs in glass envelopes; machines for manufacturing or hot working glass or glassware"
49152,"8475100000","80","Machines for assembling electric or electronic lamps tubes or valves or flashbulbs in glass envelopes"
60400,"8475210000","10","Machines for manufacturing or hot working glass or glassware"
60401,"8475210000","80","Machines for making optical fibres and preforms thereof"
60402,"8475290000","80","Other"
49154,"8475900000","80","Parts"
102155,"8475901000","80","Parts of machines of subheading 8475 21 00"
102154,"8475909000","80","Other"
49155,"8476000000","80","Automatic goods-vending machines (for example postage stamp cigarette food or beverage machines) including money-changing machines"
60403,"8476210000","10","Automatic beverage-vending machines"
60404,"8476210000","80","Incorporating heating or refrigerating devices"
60405,"8476290000","80","Other"
60406,"8476810000","10","Other machines"
60407,"8476810000","80","Incorporating heating or refrigerating devices"
60408,"8476890000","80","Other"
102164,"8476891000","80","Money-changing machines"
102165,"8476899000","80","Other"
49163,"8476900000","80","Parts"
102169,"8476901000","80","Parts of money-changing machines"
102200,"8476909000","80","Other"
49164,"8477000000","80","Machinery for working rubber or plastics or for the manufacture of products from these materials not specified or included elsewhere in this chapter"
49165,"8477100000","80","Injection-moulding machines"
49166,"8477200000","80","Extruders"
49167,"8477300000","80","Blow-moulding machines"
49168,"8477400000","80","Vacuum-moulding machines and other thermoforming machines"
49169,"8477510000","10","Other machinery for moulding or otherwise forming"
49170,"8477510000","80","For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes"
49171,"8477590000","80","Other"
49172,"8477591000","80","Presses"
68787,"8477598000","80","Other"
49174,"8477800000","80","Other machinery"
72151,"8477801100","10","Machines for the manufacture of foam products"
72158,"8477801100","80","Machines for processing reactive resins"
72153,"8477801900","80","Other"
74444,"8477809100","10","Other"
74439,"8477809100","80","Size reduction equipment"
