goods_nomenclature_sid,goods_nomenclature_item_id,productline_suffix,description
31912,"1006306500","80","Of a length/width ratio greater than 2 but less than 3"
84464,"1006306510","80","In immediate packings of a net content not exceeding 5 kg"
93504,"1006306520","80","In immediate packings of a net content exceeding 5 kg but not exceeding 20 kg"
84436,"1006306590","80","Other"
31915,"1006306700","80","Of a length/width ratio equal to or greater than 3"
102354,"1006306712","10","In immediate packings of a net content not exceeding 5 kg"
102752,"1006306712","20","Aromatic rice"
102310,"1006306712","80","Basmati rice"
102311,"1006306714","80","Other"
102312,"1006306716","80","Other"
102313,"1006306722","10","In immediate packings of a net content exceeding 5 kg but not exceeding 20 kg"
102753,"1006306722","20","Aromatic rice"
102315,"1006306722","80","Basmati rice"
102316,"1006306724","80","Other"
102317,"1006306726","80","Other"
102328,"1006306792","10","Other"
102754,"1006306792","20","Aromatic rice"
102324,"1006306792","80","Basmati rice"
102325,"1006306794","80","Other"
102327,"1006306796","80","Other"
31919,"1006309200","10","Other"
31920,"1006309200","80","Round grain"
84466,"1006309210","80","In immediate packings of a net content not exceeding 5 kg"
93506,"1006309220","80","In immediate packings of a net content exceeding 5 kg but not exceeding 20 kg"
84440,"1006309290","80","Other"
31921,"1006309400","80","Medium grain"
84467,"1006309410","80","In immediate packings of a net content not exceeding 5 kg"
93507,"1006309420","80","In immediate packings of a net content exceeding 5 kg but not exceeding 20 kg"
84441,"1006309490","80","Other"
31922,"1006309600","10","Long grain"
31923,"1006309600","80","Of a length/width ratio greater than 2 but less than 3"
84468,"1006309610","80","In immediate packings of a net content not exceeding 5 kg"
93508,"1006309620","80","In immediate packings of a net content exceeding 5 kg but not exceeding 20 kg"
84444,"1006309690","80","Other"
31926,"1006309800","80","Of a length/width ratio equal to or greater than 3"
102346,"1006309812","10","In immediate packings of a net content not exceeding 5 kg"
102755,"1006309812","20","Aromatic rice"
102331,"1006309812","80","Basmati rice"
102332,"1006309814","80","Other"
102333,"1006309816","80","Other"
102334,"1006309822","10","In immediate packings of a net content exceeding 5 kg but not exceeding 20 kg"
102756,"1006309822","20","Aromatic rice"
102336,"1006309822","80","Basmati rice"
102337,"1006309824","80","Other"
102339,"1006309826","80","Other"
102338,"1006309892","10","Other"
102757,"1006309892","20","Aromatic rice"
102343,"1006309892","80","Basmati rice"
102340,"1006309894","80","Other"
102341,"1006309896","80","Other"
31932,"1006400000","80","Broken rice"
65766,"1006400010","80","For the manufacture of food preparations of subheading 1901 10"
65767,"1006400090","80","other"
31933,"1007000000","80","Grain sorghum"
94649,"1007100000","80","Seed"
94650,"1007101000","80","Hybrids"
94651,"1007109000","80","Other"
94652,"1007900000","80","Other"
31936,"1008000000","80","Buckwheat millet and canary seed; other cereals"
31937,"1008100000","80","Buckwheat"
94655,"1008210000","10","Millet"
94653,"1008210000","80","Seed"
94654,"1008290000","80","Other"
31939,"1008300000","80","Canary seed"
94658,"1008400000","80","Fonio (Digitaria spp.)"
94657,"1008500000","80","Quinoa (Chenopodium quinoa)"
94656,"1008600000","80","Triticale"
31940,"1008900000","80","Other cereals"
31943,"1100000000","80","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
31944,"1101000000","80","Wheat or meslin flour"
54769,"1101001100","10","Wheat flour"
54774,"1101001100","80","Of durum wheat"
54775,"1101001500","80","Of common wheat and spelt"
54776,"1101009000","80","Meslin flour"
31945,"1102000000","80","Cereal flours other than of wheat or meslin"
31947,"1102200000","80","Maize (corn) flour"
31948,"1102201000","80","Of a fat content not exceeding 15 % by weight"
31949,"1102209000","80","Other"
31951,"1102900000","80","Other"
31952,"1102901000","80","Barley flour"
31953,"1102903000","80","Oat flour"
86191,"1102905000","80","Rice flour"
94659,"1102907000","80","Rye flour"
31954,"1102909000","80","Other"
31958,"1103000000","80","Cereal groats meal and pellets"
31959,"1103110000","10","Groats and meal"
31960,"1103110000","80","Of wheat"
31962,"1103111000","80","Durum wheat"
31966,"1103119000","80","Common wheat and spelt"
31968,"1103130000","80","Of maize (corn)"
31969,"1103131000","80","Of a fat content not exceeding 15 % by weight"
31973,"1103139000","80","Other"
31975,"1103190000","80","Of other cereals"
94660,"1103192000","80","Of rye or barley"
98448,"1103192010","80","Of barley"
98449,"1103192090","80","Other"
72913,"1103194000","80","Of oats"
72914,"1103195000","80","Of rice"
31978,"1103199000","80","Other"
72915,"1103200000","80","Pellets"
94661,"1103202500","80","Of rye or barley"
98454,"1103202510","80","Of rye"
98455,"1103202590","80","Of barley"
72918,"1103203000","80","Of oats"
72919,"1103204000","80","Of maize"
72920,"1103205000","80","Of rice"
72921,"1103206000","80","Of wheat"
72922,"1103209000","80","Other"
31994,"1104000000","80","Cereal grains otherwise worked (for example hulled rolled flaked pearled sliced or kibbled) except rice of heading 1006; germ of cereals whole rolled flaked or ground"
72923,"1104120000","10","Rolled or flaked grains"
31999,"1104120000","80","Of oats"
32000,"1104121000","80","Rolled"
32001,"1104129000","80","Flaked"
32002,"1104190000","80","Of other cereals"
32003,"1104191000","80","Of wheat"
32004,"1104193000","80","Of rye"
32005,"1104195000","80","Of maize"
72924,"1104196100","10","Of barley"
72925,"1104196100","80","Rolled"
72926,"1104196900","80","Flaked"
32006,"1104199100","10","Other"
32007,"1104199100","80","Flaked rice"
32008,"1104199900","80","Other"
72927,"1104220000","10","Other worked grains (for example hulled pearled sliced or kibbled)"
32018,"1104220000","80","Of oats"
94662,"1104224000","80","Hulled (shelled or husked) whether or not sliced or kibbled"
32023,"1104225000","80","Pearled"
94663,"1104229500","80","Other"
32025,"1104230000","80","Of maize (corn)"
94664,"1104234000","80","Hulled (shelled or husked) whether or not sliced or kibbled; pearled"
94665,"1104239800","80","Other"
32029,"1104290000","80","Of other cereals"
94666,"1104290400","10","Of barley"
94667,"1104290400","80","Hulled (shelled or husked) whether or not sliced or kibbled"
72931,"1104290500","80","Pearled"
94668,"1104290800","80","Other"
94670,"1104291700","10","Other"
94669,"1104291700","80","Hulled (shelled or husked) whether or not sliced or kibbled"
103238,"1104291750","80","Of rye"
97702,"1104291790","80","Other"
82892,"1104293000","80","Pearled"
103239,"1104293050","80","Of rye"
103817,"1104293090","80","Other"
54770,"1104295100","10","Not otherwise worked than kibbled"
54771,"1104295100","80","Of wheat"
54772,"1104295500","80","Of rye"
54773,"1104295900","80","Other"
55121,"1104298100","10","Other"
54781,"1104298100","80","Of wheat"
54782,"1104298500","80","Of rye"
55122,"1104298900","80","Other"
32057,"1104300000","80","Germ of cereals whole rolled flaked or ground"
32058,"1104301000","80","Of wheat"
32059,"1104309000","80","Of other cereals"
32060,"1105000000","80","Flour meal powder flakes granules and pellets of potatoes"
32061,"1105100000","80","Flour meal and powder"
32062,"1105200000","80","Flakes granules and pellets"
32063,"1106000000","80","Flour meal and powder of the dried leguminous vegetables of heading 0713 of sago or of roots or tubers of heading 0714 or of the products of Chapter 8"
32064,"1106100000","80","Of the dried leguminous vegetables of heading 0713"
32065,"1106200000","80","Of sago or of roots or tubers of heading 0714"
32066,"1106201000","80","Denatured"
32069,"1106209000","80","Other"
32079,"1106300000","80","Of the products of Chapter 8"
32080,"1106301000","80","Of bananas"
32081,"1106309000","80","Other"
93257,"1106309030","80","Of watermelon (egusi Citrullus spp.) seeds"
98807,"1106309040","80","Of hazelnuts"
98808,"1106309050","80","Of pistachios"
104788,"1106309060","80","Of figs"
92494,"1106309080","80","Other"
32084,"1107000000","80","Malt whether or not roasted"
32085,"1107100000","80","Not roasted"
32086,"1107101100","10","Of wheat"
32087,"1107101100","80","In the form of flour"
32088,"1107101900","80","Other"
32089,"1107109100","10","Other"
32090,"1107109100","80","In the form of flour"
32091,"1107109900","80","Other"
32092,"1107200000","80","Roasted"
32093,"1108000000","80","Starches; inulin"
32094,"1108110000","10","Starches"
32095,"1108110000","80","Wheat starch"
32096,"1108120000","80","Maize (corn) starch"
32097,"1108130000","80","Potato starch"
32098,"1108140000","80","Manioc (cassava) starch"
32102,"1108190000","80","Other starches"
32103,"1108191000","80","Rice starch"
32104,"1108199000","80","Other"
32107,"1108200000","80","Inulin"
32108,"1109000000","80","Wheat gluten whether or not dried"
32109,"1200000000","80","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
32110,"1201000000","80","Soya beans whether or not broken"
94671,"1201100000","80","Seed"
94672,"1201900000","80","Other"
32113,"1202000000","80","Groundnuts not roasted or otherwise cooked whether or not shelled or broken"
94674,"1202300000","80","Seed"
94675,"1202410000","10","Other"
94673,"1202410000","80","In shell"
94676,"1202420000","80","Shelled whether or not broken"
32118,"1203000000","80","Copra"
32119,"1204000000","80","Linseed whether or not broken"
32120,"1204001000","80","For sowing"
32121,"1204009000","80","Other"
32122,"1205000000","80","Rape or colza seeds whether or not broken"
72936,"1205100000","80","Low erucic acid rape or colza seeds"
72937,"1205101000","80","For sowing"
72938,"1205109000","80","Other"
72939,"1205900000","80","Other"
32125,"1206000000","80","Sunflower seeds whether or not broken"
32126,"1206001000","80","For sowing"
32128,"1206009100","10","Other"
32129,"1206009100","80","Shelled; in grey-and-white-striped shell"
32130,"1206009900","80","Other"
32131,"1207000000","80","Other oil seeds and oleaginous fruits whether or not broken"
94680,"1207100000","80","Palm nuts and kernels"
94677,"1207210000","10","Cotton seeds"
94678,"1207210000","80","Seed"
94679,"1207290000","80","Other"
94681,"1207300000","80","Castor oil seeds"
32141,"1207400000","80","Sesamum seeds"
32142,"1207401000","80","Seed"
32143,"1207409000","80","Other"
32144,"1207500000","80","Mustard seeds"
32145,"1207501000","80","Seed"
32146,"1207509000","80","Other"
94682,"1207600000","80","Safflower (Carthamus tinctorius) seeds"
94683,"1207700000","80","Melon seeds"
96249,"1207700010","80","Watermelon (egusi Citrullus spp.) seeds"
96250,"1207700090","80","Other"
32150,"1207910000","10","Other"
32151,"1207910000","80","Poppy seeds"
32152,"1207911000","80","Seed"
32153,"1207919000","80","Other"
32157,"1207990000","80","Other"
94684,"1207992000","80","Seed"
94686,"1207992010","80","Hemp seeds"
94687,"1207992090","80","Other"
32161,"1207999100","10","Other"
32162,"1207999100","80","Hemp seeds"
94688,"1207999600","80","Other"
94689,"1207999610","80","Pumpkin seeds  (Cucurbita pepo L. convar. citrullinia Greb. var. styriaca and Cucurbita pepo L. var. oleifera Pietsch)"
94691,"1207999690","80","Other"
32166,"1208000000","80","Flours and meals of oil seeds or oleaginous fruits other than those of mustard"
32167,"1208100000","80","Of soya beans"
32168,"1208900000","80","Other"
104786,"1208900010","80","Of watermelon (egusi Citrullus spp.) seeds"
105304,"1208900020","80","Groundnut flours and meals"
104806,"1208900090","80","Other"
32169,"1209000000","80","Seeds fruit and spores of a kind used for sowing"
72960,"1209100000","80","Sugar beet seeds"
32173,"1209210000","10","Seeds of forage plants"
32174,"1209210000","80","Lucerne (alfalfa) seeds"
32175,"1209220000","80","Clover (Trifolium spp.) seeds"
32179,"1209221000","80","Red clover (Trifolium pratense L.)"
32181,"1209228000","80","Other"
32183,"1209230000","80","Fescue seeds"
32185,"1209231100","80","Meadow fescue (Festuca pratensis Huds.) seeds"
32186,"1209231500","80","Red fescue (Festuca rubra L.) seeds"
32188,"1209238000","80","Other"
32190,"1209240000","80","Kentucky blue grass (Poa pratensis L.) seeds"
32191,"1209250000","80","Ryegrass (Lolium multiflorum Lam. Lolium perenne L.) seeds"
32195,"1209251000","80","Italian ryegrass (including westerwolds) (Lolium multiflorum Lam.)"
32197,"1209259000","80","Perennial ryegrass (Lolium perenne L.)"
32199,"1209290000","80","Other"
94692,"1209294500","80","Timothy grass seed; vetch seed; seeds of the genus Poa (Poa palustris L. Poa trivialis L.); cocksfoot grass (Dactylis glomerata L.); bent grass (Agrostis)"
32209,"1209295000","80","Lupine seed"
72961,"1209296000","80","Fodder beet seed (Beta vulgaris var. alba)"
32214,"1209298000","80","Other"
32218,"1209300000","80","Seeds of herbaceous plants cultivated principally for their flowers"
32219,"1209910000","10","Other"
32220,"1209910000","80","Vegetable seeds"
76085,"1209913000","80","Salad beet seed or beetroot seed (Beta vulgaris var. conditiva)"
94693,"1209918000","80","Other"
94694,"1209918010","80","Seeds"
94695,"1209918090","80","Other"
32225,"1209990000","80","Other"
32226,"1209991000","80","Forest-tree seeds"
32227,"1209999100","10","Other"
32228,"1209999100","80","Seeds of plants cultivated principally for their flowers other than those of subheading 1209 30"
32229,"1209999900","80","Other"
32230,"1209999910","80","Seeds"
32231,"1209999990","80","Other"
32232,"1210000000","80","Hop cones fresh or dried whether or not ground powdered or in the form of pellets; lupulin"
32233,"1210100000","80","Hop cones neither ground nor powdered nor in the form of pellets"
76934,"1210100010","80","In individual packages where the weight does not exceed 1 kilogram destined for sale to  private individuals for their own use for scientific and technical experiments or for fairs covered by the special customs arrangements for fairs with the description weight and final destination indicated on the packaging"
76944,"1210100090","80","Other"
32234,"1210200000","80","Hop cones ground powdered or in the form of pellets; lupulin"
32235,"1210201000","80","Hop cones ground powdered or in the form of pellets with higher lupulin content; lupulin"
76874,"1210201010","10","Hop powder"
76884,"1210201010","80","In individual packages where the weight does not exceed 1 kilogram destined for sale to private individuals for their own use for scientific and technical experiments or for fairs covered by the special customs arrangements for fairs with the description weight and final destination indicated on the packaging"
76894,"1210201090","80","Other"
76924,"1210201099","80","Other"
32236,"1210209000","80","Other"
76904,"1210209010","10","Hop powder"
76905,"1210209010","80","In individual packages where the weight does not exceed 1 kilogram destined for sale to  private individuals for their own use for scientific and technical experiments or for fairs covered by the special customs arrangements for fairs with the description weight and final destination indicated on the packaging"
76906,"1210209090","80","Other"
76925,"1210209099","80","Other"
32237,"1211000000","80","Plants and parts of plants (including seeds and fruits) of a kind used primarily in perfumery in pharmacy or for insecticidal fungicidal or similar purposes fresh chilled frozen or dried whether or not cut crushed or powdered"
32239,"1211200000","80","Ginseng roots"
72962,"1211300000","80","Coca leaf"
72963,"1211400000","80","Poppy straw"
100971,"1211500000","80","Ephedra"
32240,"1211900000","80","Other"
32242,"1211903000","80","Tonquin beans"
96779,"1211908600","80","Other"
96780,"1211908610","80","Curry leaves (Bergera koenigii Syn.: Murraya koenigii)"
96781,"1211908620","80","Basil (holy sweet) (fresh or chilled)"
96782,"1211908630","80","Mint (fresh or chilled)"
96783,"1211908690","80","Other"
32251,"1212000000","80","Locust beans seaweeds and other algae sugar beet and sugar cane fresh chilled frozen or dried whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption not elsewhere specified or included"
94696,"1212210000","10","Seaweeds and other algae"
94697,"1212210000","80","Fit for human consumption"
94698,"1212290000","80","Other"
32261,"1212910000","10","Other"
32262,"1212910000","80","Sugar beet"
59482,"1212912000","80","Dried whether or not ground"
59483,"1212918000","80","Other"
94699,"1212920000","80","Locust beans (carob)"
94700,"1212930000","80","Sugar cane"
94701,"1212940000","80","Chicory roots"
32268,"1212990000","80","Other"
86495,"1212994100","10","Locust bean seeds"
86496,"1212994100","80","Not decorticated crushed or ground"
86497,"1212994900","80","Other"
94702,"1212999500","80","Other"
96443,"1212999510","80","Bee pollen"
104779,"1212999520","80","Unprocessed whole ground milled cracked chopped apricot kernels intended to be placed on the market for the final consumer"
96442,"1212999590","80","Other"
32271,"1213000000","80","Cereal straw and husks unprepared whether or not chopped ground pressed or in the form of pellets"
96444,"1213000010","80","Straw"
96445,"1213000090","80","Other"
32272,"1214000000","80","Swedes mangolds fodder roots hay lucerne (alfalfa) clover sainfoin forage kale lupines vetches and similar forage products whether or not in the form of pellets"
32273,"1214100000","80","Lucerne (alfalfa) meal and pellets"
32274,"1214900000","80","Other"
32275,"1214901000","80","Mangolds swedes and other fodder roots"
77186,"1214909000","80","Other"
96446,"1214909020","80","Hay"
93807,"1214909090","80","Other"
32280,"1300000000","80","LAC; GUMS RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS"
32281,"1301000000","80","Lac; natural gums resins gum-resins and oleoresins (for example balsams)"
32283,"1301200000","80","Gum Arabic"
32284,"1301900000","80","Other"
32287,"1302000000","80","Vegetable saps and extracts; pectic substances pectinates and pectates; agar-agar and other mucilages and thickeners whether or not modified derived from vegetable products"
32288,"1302110000","10","Vegetable saps and extracts"
32289,"1302110000","80","Opium"
32290,"1302120000","80","Of liquorice"
32291,"1302130000","80","Of hops"
76907,"1302130010","80","Saps"
76908,"1302130080","10","Extracts"
76909,"1302130080","80","In individual packages where the weight does not exceed 300 g destined for sale to private individuals for their own use for scientific and technical experiments or for fairs covered by the special customs arrangements for fairs with the description weight anf final utilization indicated on the packaging"
76914,"1302130090","80","Other"
100972,"1302140000","80","Of ephedra"
32295,"1302190000","80","Other"
59484,"1302190500","80","Vanilla oleoresin"
96785,"1302197000","80","Other"
32301,"1302200000","80","Pectic substances pectinates and pectates"
32302,"1302201000","80","Dry"
98478,"1302201013","10","Containing less than 5% by weight of added sugar"
98479,"1302201013","80","Pectates"
98480,"1302201015","80","Other"
103328,"1302201061","10","Containing 5% or more by weight of added sugar"
103346,"1302201061","20","containing 65 % or more by net weight of added cane or beet sugar of subheadings 1701 91 to 1701 99"
103330,"1302201061","80","Pectates"
103335,"1302201069","80","Other"
103332,"1302201071","10","Other"
103333,"1302201071","80","Pectates"
103336,"1302201079","80","Other"
32317,"1302209000","80","Other"
32319,"1302209011","10","Containing less than 5% by weight of added sugar"
32320,"1302209011","80","Pectates"
69480,"1302209020","80","Other"
103337,"1302209061","10","Containing 5% or more by weight of added sugar"
103745,"1302209061","20","containing 65 % or more by net weight of added cane or beet sugar of subheadings 1701 91 to 1701 99"
103339,"1302209061","80","Pectates"
103340,"1302209069","80","Other"
103343,"1302209091","10","Other"
103342,"1302209091","80","Pectates"
103344,"1302209099","80","Other"
32332,"1302310000","10","Mucilages and thickeners whether or not modified derived from vegetable products"
32333,"1302310000","80","Agar-agar"
32334,"1302320000","80","Mucilages and thickeners whether or not modified derived from locust beans locust bean seeds or guar seeds"
32335,"1302321000","80","Of locust beans or locust bean seeds"
32336,"1302329000","80","Of guar seeds"
98815,"1302329010","10","Intended for animal or human consumption"
99268,"1302329010","80","Consigned from India"
98817,"1302329019","80","Other"
98818,"1302329099","80","Other"
32337,"1302390000","80","Other"
32338,"1400000000","80","VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED"
32339,"1401000000","80","Vegetable materials of a kind used primarily for plaiting (for example bamboos rattans reeds rushes osier raffia cleaned bleached or dyed cereal straw and lime bark)"
32340,"1401100000","80","Bamboos"
32341,"1401200000","80","Rattans"
32342,"1401900000","80","Other"
32351,"1404000000","80","Vegetable products not elsewhere specified or included"
32353,"1404200000","80","Cotton linters"
32354,"1404900000","80","Other"
98443,"1404900010","80","Betel leaves (Piper betle L.)"
98376,"1404900090","80","Other"
32355,"1500000000","80","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES"
32356,"1501000000","80","Pig fat (including lard) and poultry fat other than that of heading 0209 or 1503"
94703,"1501100000","80","Lard"
94705,"1501101000","80","For industrial uses other than the manufacture of foodstuffs for human consumption"
94707,"1501109000","80","Other"
94704,"1501200000","80","Other pig fat"
94706,"1501201000","80","For industrial uses other than the manufacture of foodstuffs for human consumption"
94708,"1501209000","80","Other"
94710,"1501900000","80","Other"
32361,"1502000000","80","Fats of bovine animals sheep or goats other than those of heading 1503"
94711,"1502100000","80","Tallow"
94712,"1502101000","80","For industrial uses other than the manufacture of foodstuffs for human consumption"
94716,"1502109000","80","Other"
94713,"1502900000","80","Other"
