goods_nomenclature_sid,goods_nomenclature_item_id,productline_suffix,description
97432,"2007993916","10","Other"
97433,"2007993916","20","Fruit purées obtained by sieving then brought to the boil in a vacuum the texture and chemical composition of which have not been changed by the heat treatment"
97434,"2007993916","30","Pears"
97435,"2007993916","40","Containing added sugar in immediate packings of a net content exceeding 1 kg"
97436,"2007993916","80","Containing less than 70 % by weight of sugar"
97437,"2007993917","80","Other"
97443,"2007993918","10","Containing added sugar in immediate packings of a net content not exceeding 1 kg"
97444,"2007993918","80","Containing less than 70 % by weight of sugar"
97445,"2007993919","80","Other"
97446,"2007993922","10","Apricots"
97447,"2007993922","20","Containing added sugar in immediate packings of a net content exceeding 1 kg"
97448,"2007993922","80","Containing less than 70 % by weight of sugar"
97449,"2007993924","80","Other"
97450,"2007993926","10","Containing added sugar in immediate packings of a net content not exceeding 1 kg"
97451,"2007993926","80","Containing less than 70 % by weight of sugar"
97452,"2007993927","80","Other"
97453,"2007993929","10","Peaches including nectarines"
97454,"2007993929","20","Containing added sugar in immediate packings of a net content exceeding 1 kg"
97455,"2007993929","80","Containing less than 70 % by weight of sugar"
97456,"2007993930","80","Other"
97457,"2007993932","10","Containing added sugar in immediate packings of a net content not exceeding 1 kg"
97458,"2007993932","80","Containing less than 70 % by weight of sugar"
97459,"2007993934","80","Other"
97460,"2007993935","10","Mixtures"
97461,"2007993935","20","Containing added sugar in immediate packings of a net content exceeding 1 kg"
97462,"2007993935","30","Of tropical fruit (including mixtures containing 50 % or more by weight of tropical nuts and tropical fruit)"
97463,"2007993935","80","Containing less than 70 % by weight of sugar"
97464,"2007993937","80","Other"
97465,"2007993939","10","Other"
97466,"2007993939","80","Containing less than 70 % by weight of sugar"
97467,"2007993940","80","Other"
97517,"2007993943","10","Other"
97518,"2007993943","20","Mixtures of fruit in which no single fruit exceeds 50 % of the total weight of the fruits"
97519,"2007993943","30","Of tropical fruit (including mixtures containing 50 % or more by weight of tropical nuts and tropical fruit)"
97520,"2007993943","80","Containing less than 70 % by weight of sugar"
97521,"2007993944","80","Other"
97522,"2007993946","10","Other"
97523,"2007993946","80","Containing less than 70 % by weight of sugar"
97524,"2007993947","80","Other"
97525,"2007993951","10","Other"
97526,"2007993951","20","Of tropical fruit (including mixtures containing 50 % or more by weight of tropical nuts and tropical fruit)"
97527,"2007993951","80","Containing less than 70 % by weight of sugar"
97528,"2007993952","80","Other"
97529,"2007993954","10","Other"
97530,"2007993954","80","Containing less than 70 % by weight of sugar"
97531,"2007993956","80","Other"
97538,"2007993970","10","Other"
97539,"2007993970","80","Containing less than 70 % by weight of sugar"
97540,"2007993975","80","Other"
97535,"2007993980","10","Other"
97536,"2007993980","80","Containing less than 70 % by weight of sugar"
97537,"2007993985","80","Other"
89324,"2007995000","80","With a sugar content exceeding 13 % but not exceeding 30 % by weight"
89325,"2007995010","80","Chestnut purée and paste"
98140,"2007995015","10","Apple purée including compotes"
98142,"2007995015","80","Fruit purées obtained by sieving then brought to the boil in a vacuum the texture and chemical composition of which have not been changed by the heat treatment"
98143,"2007995025","80","Other"
98729,"2007995031","80","Fig paste"
98730,"2007995032","80","Pistachio paste"
98731,"2007995033","80","Hazelnut paste"
97420,"2007995041","10","Other"
97331,"2007995041","20","Fruit purées obtained by sieving then brought to the boil in a vacuum the texture and chemical composition of which have not been changed by the heat treatment"
97329,"2007995041","30","Pears"
97337,"2007995041","80","Containing added sugar in immediate packings of a net content exceeding 1 kg"
97348,"2007995042","10","Containing added sugar in immediate packings of a net content not exceeding 1 kg"
97375,"2007995042","80","With a sugar content exceeding 15 % by weight"
97376,"2007995043","80","Other"
97355,"2007995045","10","Apricots"
97338,"2007995045","80","Containing added sugar in immediate packings of a net content exceeding 1 kg"
97349,"2007995047","10","Containing added sugar in immediate packings of a net content not exceeding 1 kg"
97379,"2007995047","80","With a sugar content exceeding 15 % by weight"
97377,"2007995049","80","Other"
97358,"2007995051","10","Peaches including nectarines"
97339,"2007995051","80","Containing added sugar in immediate packings of a net content exceeding 1 kg"
97350,"2007995052","10","Containing added sugar in immediate packings of a net content not exceeding 1 kg"
97380,"2007995052","80","With a sugar content exceeding 15 % by weight"
97378,"2007995053","80","Other"
97361,"2007995061","10","Mixtures"
97340,"2007995061","20","Containing added sugar in immediate packings of a net content exceeding 1 kg"
97381,"2007995061","80","Of tropical fruit (including mixtures containing 50 % or more by weight of tropical nuts and tropical fruit)"
97383,"2007995062","80","Other"
97384,"2007995063","10","Other"
97372,"2007995063","20","Mixtures of fruit in which no single fruit exceeds 50 % of the total weight of the fruits"
97382,"2007995063","80","Of tropical fruit (including mixtures containing 50 % or more by weight of tropical nuts and tropical fruit)"
97385,"2007995064","80","Other"
97386,"2007995065","10","Other"
97387,"2007995065","80","Of tropical fruit (including mixtures containing 50 % or more by weight of tropical nuts and tropical fruit)"
97388,"2007995067","80","Other"
103884,"2007995083","10","Other"
97797,"2007995083","80","Mango puree concentrate obtained by cooking:   - of the Genus Mangifera spp.   - with a sugar content by weight of not more than 30 % for use in the manufacture of products of food and drink industry"
97603,"2007995084","80","Papaya puree concentrate obtained by cooking:   - of the Genus Carica spp.   - with a sugar content by weight of more than 13 % but not more than 30 % for use in the manufacture of products of food and drink industry"
97799,"2007995085","80","Guava puree concentrate obtained by cooking:   - of the Genus Psidium spp.   - with a sugar content by weight of more than 13 % but not more than 30 % for use in the manufacture of products of food and drink industry"
97804,"2007995089","80","Other"
103885,"2007995093","10","Other"
97801,"2007995093","80","Mango puree concentrate obtained by cooking:   - of the Genus Mangifera spp.   - with a sugar content by weight of not more than 30 % for use in the manufacture of products of food and drink industry"
97610,"2007995094","80","Papaya puree concentrate obtained by cooking:   - of the Genus Carica spp.   - with a sugar content by weight of more than 13 % but not more than 30 % for use in the manufacture of products of food and drink industry"
97803,"2007995095","80","Guava puree concentrate obtained by cooking:   - of the Genus Psidium spp.   - with a sugar content by weight of more than 13 % but not more than 30 % for use in the manufacture of products of food and drink industry"
97394,"2007995099","80","Other"
89344,"2007999300","10","Other"
55474,"2007999300","80","Of tropical fruit and tropical nuts"
97585,"2007999310","80","Mango puree concentrate obtained by cooking:   - of the Genus Mangifera spp.   - with a sugar content by weight of not more than 30 % for use in the manufacture of products of food and drink industry"
97586,"2007999390","80","Other"
89345,"2007999700","80","Other"
89346,"2007999710","80","Apple purée including compotes"
98732,"2007999721","80","Fig paste"
98733,"2007999722","80","Pistachio paste"
98734,"2007999723","80","Hazelnut paste"
96549,"2007999730","80","Peach or pear and mixtures thereof in jelly of these fruits"
97421,"2007999732","10","Other"
97423,"2007999732","20","Fruit purées obtained by sieving then brought to the boil in a vacuum the texture and chemical composition of which have not been changed by the heat treatment"
97422,"2007999732","30","Pears"
97341,"2007999732","80","Containing added sugar in immediate packings of a net content exceeding 1 kg"
97351,"2007999733","80","Containing added sugar in immediate packings of a net content not exceeding 1 kg"
97407,"2007999735","80","Not containing added sugar"
97356,"2007999737","10","Apricots"
97342,"2007999737","80","Containing added sugar in immediate packings of a net content exceeding 1 kg"
97352,"2007999738","80","Containing added sugar in immediate packings of a net content not exceeding 1 kg"
97396,"2007999739","10","Not containing added sugar in immediate packings of a net content"
97399,"2007999739","80","Of 5 kg or more"
97401,"2007999740","10","Of less than 5 kg"
97403,"2007999740","80","Of 45 kg or more"
97405,"2007999741","80","Of less than 45 kg"
97359,"2007999742","10","Peaches including nectarines"
97419,"2007999742","80","Containing added sugar"
97397,"2007999744","10","Not containing added sugar in immediate packings of a net content"
97400,"2007999744","80","Of 5 kg or more"
97402,"2007999746","10","Of less than 5 kg"
97404,"2007999746","80","Of 45 kg or more"
97406,"2007999748","80","Of less than 45 kg"
97362,"2007999750","10","Mixtures"
97344,"2007999750","20","Containing added sugar in immediate packings of a net content exceeding 1 kg"
97409,"2007999750","80","Of tropical fruit (including mixtures containing 50 % or more by weight of tropical nuts and tropical fruit)"
97410,"2007999752","80","Other"
97353,"2007999755","10","Containing added sugar in immediate packings of a net content not exceeding 1 kg"
97411,"2007999755","80","Of tropical fruit (including mixtures containing 50 % or more by weight of tropical nuts and tropical fruit)"
97412,"2007999757","80","Other"
97398,"2007999760","10","Not containing added sugar in immediate packings of a net content"
97413,"2007999760","20","Of less than 45 kg"
97414,"2007999760","80","Of tropical fruit (including mixtures containing 50 % or more by weight of tropical nuts and tropical fruit)"
97415,"2007999762","80","Other"
97416,"2007999764","80","Other"
97417,"2007999769","80","Other"
97418,"2007999770","80","Other"
33772,"2008000000","80","Fruit nuts and other edible parts of plants otherwise prepared or preserved whether or not containing added sugar or other sweetening matter or spirit not elsewhere specified or included"
33773,"2008110000","10","Nuts groundnuts and other seeds whether or not mixed together"
33774,"2008110000","80","Groundnuts"
33775,"2008111000","80","Peanut butter"
89354,"2008119100","10","Other in immediate packings of a net content"
89355,"2008119100","80","Exceeding 1 kg"
89356,"2008119110","80","Roasted"
89357,"2008119190","80","Other"
55448,"2008119600","10","Not exceeding 1 kg"
55480,"2008119600","80","Roasted"
55483,"2008119800","80","Other"
33783,"2008190000","80","Other including mixtures"
98028,"2008191200","10","In immediate packings of a net content exceeding 1 kg"
98029,"2008191200","80","Tropical nuts; mixtures containing by weight 50 % or more of tropical nuts"
98813,"2008191230","80","Containing hazelnuts"
98033,"2008191280","80","Other"
55488,"2008191300","10","Other"
55491,"2008191300","80","Roasted almonds and pistachios"
92422,"2008191320","80","Pistachios"
92423,"2008191380","80","Other"
55494,"2008191900","80","Other"
98809,"2008191930","80","Hazelnuts"
92525,"2008191980","80","Other"
98030,"2008199200","10","In immediate packings of a net content not exceeding 1 kg"
98031,"2008199200","80","Tropical nuts; mixtures containing by weight 50 % or more of tropical nuts"
98811,"2008199230","80","Containing hazelnuts"
98035,"2008199280","80","Other"
55497,"2008199300","10","Other"
55499,"2008199300","20","Roasted nuts"
55502,"2008199300","80","Almonds and pistachios"
92424,"2008199320","80","Pistachios"
92425,"2008199380","80","Other"
55504,"2008199500","80","Other"
92536,"2008199520","80","Hazelnuts"
92535,"2008199580","80","Other"
55507,"2008199900","80","Other"
98810,"2008199930","80","Hazelnuts"
92524,"2008199980","80","Other"
33794,"2008200000","80","Pineapples"
33795,"2008201100","10","Containing added spirit"
33796,"2008201100","20","In immediate packings of a net content exceeding 1 kg"
33797,"2008201100","80","With a sugar content exceeding 17 % by weight"
33798,"2008201900","80","Other"
33799,"2008203100","10","In immediate packings of a net content not exceeding 1 kg"
33800,"2008203100","80","With a sugar content exceeding 19 % by weight"
33801,"2008203900","80","Other"
33802,"2008205100","10","Not containing added spirit"
33803,"2008205100","20","Containing added sugar in immediate packings of a net content exceeding 1 kg"
33804,"2008205100","80","With a sugar content exceeding 17 % by weight"
33807,"2008205900","80","Other"
33810,"2008207100","10","Containing added sugar in immediate packings of a net content not exceeding 1 kg"
33811,"2008207100","80","With a sugar content exceeding 19 % by weight"
33814,"2008207900","80","Other"
77226,"2008209000","80","Not containing added sugar"
33824,"2008300000","80","Citrus fruit"
33825,"2008301100","10","Containing added spirit"
33826,"2008301100","20","With a sugar content exceeding 9 % by weight"
33827,"2008301100","80","Of an actual alcoholic strength by mass not exceeding 1185 % mas"
33830,"2008301900","80","Other"
33833,"2008303100","10","Other"
33834,"2008303100","80","Of an actual alcoholic strength by mass not exceeding 1185 % mas"
33835,"2008303900","80","Other"
33836,"2008305100","10","Not containing added spirit"
33837,"2008305100","20","Containing added sugar in immediate packings of a net content exceeding 1 kg"
33838,"2008305100","80","Grapefruit segments including pomelos"
33839,"2008305500","80","Mandarins (including tangerines and satsumas); clementines wilkings and other similar citrus hybrids"
33840,"2008305510","80","Comminuted"
75414,"2008305520","80","Flaked or powdered whether or not containing starch"
33842,"2008305590","80","Other"
33843,"2008305900","80","Other"
75465,"2008305911","10","Grapefruit including pomelo"
75415,"2008305911","80","Flaked or powdered whether or not containing starch"
75466,"2008305919","80","Other"
33845,"2008305920","80","Comminuted oranges and lemons"
79636,"2008305941","10","Other oranges"
79637,"2008305941","80","Flaked or powdered whether or not containing starch"
79638,"2008305949","80","Other"
75468,"2008305991","10","Other"
75416,"2008305991","80","Flaked or powdered whether or not containing starch"
75469,"2008305999","80","Other"
33847,"2008307100","10","Containing added sugar in immediate packings of a net content not exceeding 1 kg"
33848,"2008307100","80","Grapefruit segments including pomelos"
33849,"2008307500","80","Mandarins (including tangerines and satsumas); clementines wilkings and other similar citrus hybrids"
33850,"2008307510","80","Comminuted"
75417,"2008307520","80","Flaked or powdered whether or not containing starch"
33852,"2008307590","80","Other"
33853,"2008307900","80","Other"
75475,"2008307911","10","Grapefruit including pomelo"
75418,"2008307911","80","Flaked or powdered whether or not containing starch"
75471,"2008307919","80","Other"
33855,"2008307920","80","Comminuted oranges and lemons"
75472,"2008307991","10","Other"
75419,"2008307991","80","Flaked or powdered whether or not containing starch"
75473,"2008307999","80","Other"
74502,"2008309000","80","Not containing added sugar"
81195,"2008309008","10","Grapefruit including pomelo"
81196,"2008309008","80","Segments"
74865,"2008309012","10","Pulp"
74866,"2008309012","80","In immediate packings of a net content of 45 kg or more"
74868,"2008309013","80","Other"
81197,"2008309014","80","Comminuted"
81198,"2008309025","80","Flaked or powdered whether or not containing starch"
81199,"2008309035","80","Other"
89155,"2008309061","10","Other"
89169,"2008309061","20","Mandarins (including tangerines and satsumas); clementines wilkings and other similar citrus hybrids"
89156,"2008309061","30","Pulp"
89157,"2008309061","80","In immediate packings of a net content of 45 kg or more"
89158,"2008309063","80","Other"
89159,"2008309065","80","Flaked or powdered whether or not containing starch"
89160,"2008309067","80","Comminuted"
89161,"2008309069","80","Other"
89162,"2008309071","10","Other"
89163,"2008309071","20","Pulp"
89164,"2008309071","80","In immediate packings of a net content of 45 kg or more"
89165,"2008309073","80","Other"
89166,"2008309075","80","Flaked or powdered whether or not containing starch"
89167,"2008309077","80","Comminuted"
89168,"2008309079","80","Other"
33876,"2008400000","80","Pears"
33877,"2008401100","10","Containing added spirit"
33878,"2008401100","20","In immediate packings of a net content exceeding 1 kg"
33879,"2008401100","30","With a sugar content exceeding 13 % by weight"
33880,"2008401100","80","Of an actual alcoholic strength by mass not exceeding 1185 % mas"
33881,"2008401900","80","Other"
33882,"2008402100","10","Other"
33883,"2008402100","80","Of an actual alcoholic strength by mass not exceeding 1185 % mas"
33884,"2008402900","80","Other"
33885,"2008403100","10","In immediate packings of a net content not exceeding 1 kg"
33886,"2008403100","80","With a sugar content exceeding 15 % by weight"
33887,"2008403900","80","Other"
33888,"2008405100","10","Not containing added spirit"
33889,"2008405100","20","Containing added sugar in immediate packings of a net content exceeding 1 kg"
33890,"2008405100","80","With a sugar content exceeding 13 % by weight"
75422,"2008405110","80","Flaked or powdered whether or not containing starch"
75476,"2008405190","80","Other"
33891,"2008405900","80","Other"
75423,"2008405910","80","Flaked or powdered whether or not containing starch"
75477,"2008405990","80","Other"
33892,"2008407100","10","Containing added sugar in immediate packings of a net content not exceeding 1 kg"
33893,"2008407100","80","With a sugar content exceeding 15 % by weight"
75424,"2008407120","80","Flaked or powdered whether or not containing starch"
63350,"2008407190","80","Other"
33894,"2008407900","80","Other"
75425,"2008407910","80","Flaked or powdered whether or not containing starch"
75479,"2008407990","80","Other"
77227,"2008409000","80","Not containing added sugar"
98692,"2008409010","80","Flaked or powdered whether or not containing starch"
98693,"2008409090","80","Other"
33898,"2008500000","80","Apricots"
33899,"2008501100","10","Containing added spirit"
33900,"2008501100","20","In immediate packings of a net content exceeding 1 kg"
33901,"2008501100","30","With a sugar content exceeding 13 % by weight"
33902,"2008501100","80","Of an actual alcoholic strength by mass not exceeding 1185 % mas"
33903,"2008501900","80","Other"
33904,"2008503100","10","Other"
33905,"2008503100","80","Of an actual alcoholic strength by mass not exceeding 1185 % mas"
33906,"2008503900","80","Other"
33907,"2008505100","10","In immediate packings of a net content not exceeding 1 kg"
33908,"2008505100","80","With a sugar content exceeding 15 % by weight"
33909,"2008505900","80","Other"
33910,"2008506100","10","Not containing added spirit"
33911,"2008506100","20","Containing added sugar in immediate packings of a net content exceeding 1 kg"
33912,"2008506100","80","With a sugar content exceeding 13 % by weight"
75428,"2008506110","80","Flaked or powdered whether or not containing starch"
75483,"2008506190","80","Other"
33913,"2008506900","80","Other"
75430,"2008506910","80","Flaked or powdered whether or not containing starch"
75484,"2008506990","80","Other"
33914,"2008507100","10","Containing added sugar in immediate packings of a net content not exceeding 1 kg"
